Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module tb_top.uut.rom.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Block Memory Generator module tb_top.uut.ram.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Tiempo | addr        | valid ready | wstrb | tx_req | tx_data
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:51
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:84
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
            32725000 | 0000000c |   1     0   |  0000   |   0    |   00
            32735000 | 0000000c |   1     1   |  0000   |   0    |   00
            32745000 | 0000000c |   0     0   |  0000   |   0    |   00
            32765000 | 00000010 |   1     0   |  0000   |   0    |   00
            32775000 | 00000010 |   1     1   |  0000   |   0    |   00
            32785000 | 00000010 |   0     0   |  0000   |   0    |   00
            32795000 | 00000018 |   1     0   |  1111   |   0    |   00
            32805000 | 00000018 |   1     1   |  1111   |   0    |   00
            32815000 | 00000018 |   0     0   |  1111   |   0    |   00
            32835000 | 00000014 |   1     0   |  0000   |   0    |   00
            32845000 | 00000014 |   1     1   |  0000   |   0    |   00
            32855000 | 00000014 |   0     0   |  0000   |   0    |   00
            32875000 | 00000018 |   1     0   |  0000   |   0    |   00
            32885000 | 00000018 |   1     1   |  0000   |   0    |   00
            32895000 | 00000018 |   0     0   |  0000   |   0    |   00
            32905000 | 00000018 |   1     0   |  1111   |   0    |   00
            32915000 | 00000018 |   1     1   |  1111   |   0    |   00
            32925000 | 00000018 |   0     0   |  1111   |   0    |   00
            32945000 | 00000008 |   1     0   |  0000   |   0    |   00
            32955000 | 00000008 |   1     1   |  0000   |   0    |   00
            32965000 | 00000008 |   0     0   |  0000   |   0    |   00
            32985000 | 0000000c |   1     0   |  0000   |   0    |   00
            32995000 | 0000000c |   1     1   |  0000   |   0    |   00
            33005000 | 0000000c |   0     0   |  0000   |   0    |   00
            33025000 | 00000010 |   1     0   |  0000   |   0    |   00
            33035000 | 00000010 |   1     1   |  0000   |   0    |   00
            33045000 | 00000010 |   0     0   |  0000   |   0    |   00
            33055000 | 00000018 |   1     0   |  1111   |   0    |   00
            33065000 | 00000018 |   1     1   |  1111   |   0    |   00
            33075000 | 00000018 |   0     0   |  1111   |   0    |   00
            33095000 | 00000014 |   1     0   |  0000   |   0    |   00
            33105000 | 00000014 |   1     1   |  0000   |   0    |   00
            33115000 | 00000014 |   0     0   |  0000   |   0    |   00
            33135000 | 00000018 |   1     0   |  0000   |   0    |   00
            33145000 | 00000018 |   1     1   |  0000   |   0    |   00
            33155000 | 00000018 |   0     0   |  0000   |   0    |   00
            33165000 | 00000018 |   1     0   |  1111   |   0    |   00
            33175000 | 00000018 |   1     1   |  1111   |   0    |   00
            33185000 | 00000018 |   0     0   |  1111   |   0    |   00
            33205000 | 00000008 |   1     0   |  0000   |   0    |   00
            33215000 | 00000008 |   1     1   |  0000   |   0    |   00
            33225000 | 00000008 |   0     0   |  0000   |   0    |   00
            33245000 | 0000000c |   1     0   |  0000   |   0    |   00
            33255000 | 0000000c |   1     1   |  0000   |   0    |   00
            33265000 | 0000000c |   0     0   |  0000   |   0    |   00
            33285000 | 00000010 |   1     0   |  0000   |   0    |   00
            33295000 | 00000010 |   1     1   |  0000   |   0    |   00
            33305000 | 00000010 |   0     0   |  0000   |   0    |   00
            33315000 | 00000018 |   1     0   |  1111   |   0    |   00
            33325000 | 00000018 |   1     1   |  1111   |   0    |   00
            33335000 | 00000018 |   0     0   |  1111   |   0    |   00
            33355000 | 00000014 |   1     0   |  0000   |   0    |   00
            33365000 | 00000014 |   1     1   |  0000   |   0    |   00
            33375000 | 00000014 |   0     0   |  0000   |   0    |   00
            33395000 | 00000018 |   1     0   |  0000   |   0    |   00
            33405000 | 00000018 |   1     1   |  0000   |   0    |   00
            33415000 | 00000018 |   0     0   |  0000   |   0    |   00
            33425000 | 00000018 |   1     0   |  1111   |   0    |   00
            33435000 | 00000018 |   1     1   |  1111   |   0    |   00
            33445000 | 00000018 |   0     0   |  1111   |   0    |   00
            33465000 | 00000008 |   1     0   |  0000   |   0    |   00
            33475000 | 00000008 |   1     1   |  0000   |   0    |   00
            33485000 | 00000008 |   0     0   |  0000   |   0    |   00
            33505000 | 0000000c |   1     0   |  0000   |   0    |   00
            33515000 | 0000000c |   1     1   |  0000   |   0    |   00
            33525000 | 0000000c |   0     0   |  0000   |   0    |   00
            33545000 | 00000010 |   1     0   |  0000   |   0    |   00
            33555000 | 00000010 |   1     1   |  0000   |   0    |   00
            33565000 | 00000010 |   0     0   |  0000   |   0    |   00
            33575000 | 00000018 |   1     0   |  1111   |   0    |   00
            33585000 | 00000018 |   1     1   |  1111   |   0    |   00
            33595000 | 00000018 |   0     0   |  1111   |   0    |   00
            33615000 | 00000014 |   1     0   |  0000   |   0    |   00
            33625000 | 00000014 |   1     1   |  0000   |   0    |   00
            33635000 | 00000014 |   0     0   |  0000   |   0    |   00
            33655000 | 00000018 |   1     0   |  0000   |   0    |   00
            33665000 | 00000018 |   1     1   |  0000   |   0    |   00
            33675000 | 00000018 |   0     0   |  0000   |   0    |   00
            33685000 | 00000018 |   1     0   |  1111   |   0    |   00
            33695000 | 00000018 |   1     1   |  1111   |   0    |   00
            33705000 | 00000018 |   0     0   |  1111   |   0    |   00
            33725000 | 00000008 |   1     0   |  0000   |   0    |   00
            33735000 | 00000008 |   1     1   |  0000   |   0    |   00
            33745000 | 00000008 |   0     0   |  0000   |   0    |   00
            33765000 | 0000000c |   1     0   |  0000   |   0    |   00
            33775000 | 0000000c |   1     1   |  0000   |   0    |   00
            33785000 | 0000000c |   0     0   |  0000   |   0    |   00
            33805000 | 00000010 |   1     0   |  0000   |   0    |   00
            33815000 | 00000010 |   1     1   |  0000   |   0    |   00
            33825000 | 00000010 |   0     0   |  0000   |   0    |   00
            33835000 | 00000018 |   1     0   |  1111   |   0    |   00
            33845000 | 00000018 |   1     1   |  1111   |   0    |   00
            33855000 | 00000018 |   0     0   |  1111   |   0    |   00
            33875000 | 00000014 |   1     0   |  0000   |   0    |   00
            33885000 | 00000014 |   1     1   |  0000   |   0    |   00
            33895000 | 00000014 |   0     0   |  0000   |   0    |   00
            33915000 | 00000018 |   1     0   |  0000   |   0    |   00
            33925000 | 00000018 |   1     1   |  0000   |   0    |   00
            33935000 | 00000018 |   0     0   |  0000   |   0    |   00
            33945000 | 00000018 |   1     0   |  1111   |   0    |   00
            33955000 | 00000018 |   1     1   |  1111   |   0    |   00
            33965000 | 00000018 |   0     0   |  1111   |   0    |   00
            33985000 | 00000008 |   1     0   |  0000   |   0    |   00
            33995000 | 00000008 |   1     1   |  0000   |   0    |   00
            34005000 | 00000008 |   0     0   |  0000   |   0    |   00
            34025000 | 0000000c |   1     0   |  0000   |   0    |   00
            34035000 | 0000000c |   1     1   |  0000   |   0    |   00
            34045000 | 0000000c |   0     0   |  0000   |   0    |   00
            34065000 | 00000010 |   1     0   |  0000   |   0    |   00
            34075000 | 00000010 |   1     1   |  0000   |   0    |   00
            34085000 | 00000010 |   0     0   |  0000   |   0    |   00
            34095000 | 00000018 |   1     0   |  1111   |   0    |   00
            34105000 | 00000018 |   1     1   |  1111   |   0    |   00
            34115000 | 00000018 |   0     0   |  1111   |   0    |   00
            34135000 | 00000014 |   1     0   |  0000   |   0    |   00
            34145000 | 00000014 |   1     1   |  0000   |   0    |   00
            34155000 | 00000014 |   0     0   |  0000   |   0    |   00
            34175000 | 00000018 |   1     0   |  0000   |   0    |   00
            34185000 | 00000018 |   1     1   |  0000   |   0    |   00
            34195000 | 00000018 |   0     0   |  0000   |   0    |   00
            34205000 | 00000018 |   1     0   |  1111   |   0    |   00
            34215000 | 00000018 |   1     1   |  1111   |   0    |   00
            34225000 | 00000018 |   0     0   |  1111   |   0    |   00
            34245000 | 00000008 |   1     0   |  0000   |   0    |   00
            34255000 | 00000008 |   1     1   |  0000   |   0    |   00
            34265000 | 00000008 |   0     0   |  0000   |   0    |   00
            34285000 | 0000000c |   1     0   |  0000   |   0    |   00
            34295000 | 0000000c |   1     1   |  0000   |   0    |   00
            34305000 | 0000000c |   0     0   |  0000   |   0    |   00
            34325000 | 00000010 |   1     0   |  0000   |   0    |   00
            34335000 | 00000010 |   1     1   |  0000   |   0    |   00
            34345000 | 00000010 |   0     0   |  0000   |   0    |   00
            34355000 | 00000018 |   1     0   |  1111   |   0    |   00
            34365000 | 00000018 |   1     1   |  1111   |   0    |   00
            34375000 | 00000018 |   0     0   |  1111   |   0    |   00
            34395000 | 00000014 |   1     0   |  0000   |   0    |   00
            34405000 | 00000014 |   1     1   |  0000   |   0    |   00
            34415000 | 00000014 |   0     0   |  0000   |   0    |   00
            34435000 | 00000018 |   1     0   |  0000   |   0    |   00
            34445000 | 00000018 |   1     1   |  0000   |   0    |   00
            34455000 | 00000018 |   0     0   |  0000   |   0    |   00
            34465000 | 00000018 |   1     0   |  1111   |   0    |   00
            34475000 | 00000018 |   1     1   |  1111   |   0    |   00
            34485000 | 00000018 |   0     0   |  1111   |   0    |   00
            34505000 | 00000008 |   1     0   |  0000   |   0    |   00
            34515000 | 00000008 |   1     1   |  0000   |   0    |   00
            34525000 | 00000008 |   0     0   |  0000   |   0    |   00
            34545000 | 0000000c |   1     0   |  0000   |   0    |   00
            34555000 | 0000000c |   1     1   |  0000   |   0    |   00
            34565000 | 0000000c |   0     0   |  0000   |   0    |   00
            34585000 | 00000010 |   1     0   |  0000   |   0    |   00
            34595000 | 00000010 |   1     1   |  0000   |   0    |   00
            34605000 | 00000010 |   0     0   |  0000   |   0    |   00
            34615000 | 00000018 |   1     0   |  1111   |   0    |   00
            34625000 | 00000018 |   1     1   |  1111   |   0    |   00
            34635000 | 00000018 |   0     0   |  1111   |   0    |   00
            34655000 | 00000014 |   1     0   |  0000   |   0    |   00
            34665000 | 00000014 |   1     1   |  0000   |   0    |   00
            34675000 | 00000014 |   0     0   |  0000   |   0    |   00
            34695000 | 00000018 |   1     0   |  0000   |   0    |   00
            34705000 | 00000018 |   1     1   |  0000   |   0    |   00
            34715000 | 00000018 |   0     0   |  0000   |   0    |   00
            34725000 | 00000018 |   1     0   |  1111   |   0    |   00
            34735000 | 00000018 |   1     1   |  1111   |   0    |   00
            34745000 | 00000018 |   0     0   |  1111   |   0    |   00
            34765000 | 00000008 |   1     0   |  0000   |   0    |   00
            34775000 | 00000008 |   1     1   |  0000   |   0    |   00
            34785000 | 00000008 |   0     0   |  0000   |   0    |   00
            34805000 | 0000000c |   1     0   |  0000   |   0    |   00
            34815000 | 0000000c |   1     1   |  0000   |   0    |   00
            34825000 | 0000000c |   0     0   |  0000   |   0    |   00
            34845000 | 00000010 |   1     0   |  0000   |   0    |   00
            34855000 | 00000010 |   1     1   |  0000   |   0    |   00
            34865000 | 00000010 |   0     0   |  0000   |   0    |   00
            34875000 | 00000018 |   1     0   |  1111   |   0    |   00
            34885000 | 00000018 |   1     1   |  1111   |   0    |   00
            34895000 | 00000018 |   0     0   |  1111   |   0    |   00
            34915000 | 00000014 |   1     0   |  0000   |   0    |   00
